Date,High,Low,Open,Close,Volume,Adj Close,200ma,100ma,50ma,15ma,10ma,5ma
2018-01-16,227.50999450683597,216.69000244140625,224.0500030517578,220.1100006103516,17558700.0,219.49752807617188,165.77523483276366,192.74814575195313,204.3543328857422,209.83981424967448,216.95462646484376,221.9387176513672
2018-01-17,225.1199951171875,216.8999938964844,220.6999969482422,224.72000122070312,13407100.0,224.0947113037109,166.35399890899657,193.336854095459,204.73173950195311,211.7976847330729,219.48456726074218,222.49317321777343
2018-01-18,226.63999938964844,222.67999267578125,223.94000244140625,224.44000244140625,10215800.0,223.8154754638672,166.93410194396972,193.9288491821289,205.04875244140624,213.59267578125,220.67823486328126,222.6447509765625
2018-01-19,231.08999633789062,227.0,228.08999633789062,230.1100006103516,15234500.0,229.4697113037109,167.5802710723877,194.59113861083983,205.46011505126953,215.78256530761718,222.3256393432617,223.84739379882814
2018-01-22,233.75999450683597,228.1000061035156,230.42999267578125,233.69000244140625,13773600.0,233.0397491455078,168.24802013397218,195.27756881713867,205.8950457763672,218.195166015625,224.14954986572266,225.98343505859376
2018-01-23,239.8300018310547,235.1000061035156,235.8500061035156,238.91000366210938,11880700.0,238.2452392578125,168.9381663131714,196.01874435424804,206.49128662109376,221.21407674153645,225.83584747314453,229.73297729492188
2018-01-24,240.4900054931641,233.5500030517578,239.0399932861328,235.8000030517578,14499300.0,235.1438751220703,169.61494403839112,196.71914031982422,207.10203338623046,223.63731486002604,227.2179916381836,231.94281005859375
2018-01-25,239.75,235.75,238.0,236.3500061035156,10247100.0,235.69235229492188,170.3071950531006,197.3875518798828,207.50810150146484,225.22488505045573,228.4814682006836,234.31818542480468
2018-01-26,243.33999633789062,237.6000061035156,238.1199951171875,243.3300018310547,12908900.0,242.6529235839844,171.03250843048096,198.11540420532228,208.12333740234374,227.20203552246093,230.40111083984374,236.95482788085937
2018-01-29,248.1100006103516,240.6100006103516,242.7400054931641,246.8500061035156,11377900.0,246.1631317138672,171.77940097808838,198.92370056152345,208.77788513183594,229.2928680419922,232.7814697265625,239.57950439453126
2018-01-30,246.4199981689453,238.41000366210938,241.1100006103516,242.72000122070312,14270800.0,242.04461669921875,172.5147518157959,199.69180862426757,209.43377044677734,230.67035827636718,235.0361785888672,240.3393798828125
2018-01-31,249.2700042724609,244.4499969482422,245.7700042724609,245.8000030517578,11964400.0,245.11605834960938,173.2468607711792,200.48295761108398,210.11859802246093,232.25659993489583,237.13831329345703,242.3338165283203
2018-02-01,246.8999938964844,238.05999755859372,238.5200042724609,240.5,12980600.0,239.83079528808597,173.95224506378173,201.2500535583496,210.70270294189453,233.37481384277345,238.7398452758789,243.16150512695313
2018-02-02,237.97000122070312,231.1699981689453,237.0,233.5200042724609,17961600.0,232.8702392578125,174.6208871459961,201.89462860107423,211.09338592529298,234.0023966471354,239.07989807128905,241.20496826171876
2018-02-05,233.22999572753903,205.0,227.0,213.6999969482422,29130100.0,213.1053771972656,175.1828475189209,202.33547607421875,211.0495083618164,233.3854522705078,237.08646087646486,234.59341735839843
2018-02-06,225.6999969482422,204.0,204.3999938964844,225.5800018310547,27870000.0,224.9523162841797,175.8019539642334,202.88721954345704,211.2619158935547,233.74910481770834,235.75716857910157,231.17495727539062
2018-02-07,234.97000122070312,226.6999969482422,229.5800018310547,228.8000030517578,20073300.0,228.16336059570312,176.43079990386963,203.48073959350586,211.49805725097656,234.02034810384114,235.05911712646486,227.78441772460937
2018-02-08,235.22000122070312,217.50999450683597,233.8800048828125,217.5200042724609,28600000.0,216.91473388671875,176.99450107574464,203.8550456237793,211.56546905517578,233.56029866536457,233.18135528564454,223.20120544433593
2018-02-09,238.88999938964844,217.5200042724609,238.25,232.0800018310547,41865100.0,231.4342193603516,177.63438018798828,204.30040481567383,211.9916793823242,233.69126586914064,232.05948486328126,222.91400146484375
2018-02-12,235.47999572753903,225.02999877929688,235.3600006103516,228.02999877929688,27329300.0,227.3954925537109,178.2460093688965,204.7073698425293,212.62212005615234,233.31498209635416,230.18272094726564,225.77202453613282
2018-02-13,234.5,225.25,226.55999755859372,232.6300048828125,15638100.0,231.9827117919922,178.88723846435548,205.17525482177734,213.25874389648436,232.8974802652995,229.17653045654296,227.1781036376953
2018-02-14,242.58999633789062,230.5500030517578,231.0,241.4199981689453,18624700.0,240.7482452392578,179.56065841674805,205.78141845703124,214.1311099243164,233.27110493977864,228.7397491455078,229.69508056640626
2018-02-15,248.3699951171875,241.5200042724609,244.7899932861328,246.5,17472500.0,245.8140869140625,180.27512226104736,206.45577941894533,215.32457946777345,233.94588724772134,229.33807830810548,235.474951171875
2018-02-16,250.0,243.47000122070312,245.3999938964844,243.83999633789062,15941400.0,243.1614990234375,180.97249393463136,207.18333633422853,216.44345703125,233.97979227701822,230.36720428466796,237.82040710449218
2018-02-20,251.8699951171875,244.6000061035156,244.75,249.0800018310547,17156000.0,248.38693237304688,181.69798202514647,207.9535809326172,217.6365283203125,234.12804565429687,233.8953598022461,242.01869506835936
2018-02-21,251.97000122070312,241.3600006103516,251.69000244140625,241.50999450683597,22307300.0,240.8379821777344,182.3856756591797,208.61076721191407,218.62417236328125,234.04760335286457,235.48392639160156,243.7897491455078
2018-02-22,245.6300048828125,239.5,242.72999572753903,242.1499938964844,13359100.0,241.6262664794922,183.0827312850952,209.2763345336914,219.63755401611328,233.81495056152343,236.83021697998046,243.9653533935547
2018-02-23,245.92999267578125,242.5200042724609,244.57000732421875,245.92999267578125,10382500.0,245.39810180664062,183.7978006362915,209.94882766723632,220.66314880371092,234.18610432942708,239.67855377197264,243.8821563720703
2018-02-26,247.97999572753903,244.05999755859372,247.8000030517578,246.5800018310547,11732800.0,246.04669189453125,184.42485828399657,210.62551467895508,221.7779034423828,235.06453450520834,241.13980102539062,244.45919494628907
2018-02-27,248.91000366210938,245.1300048828125,245.5,246.05999755859372,11385900.0,245.5278167724609,185.02341220855712,211.29332580566407,222.97522094726563,237.226030476888,242.95303344726562,243.8873718261719
2018-02-28,248.1000061035156,241.52999877929688,246.5,242.0,13077900.0,241.4765930175781,185.59479759216308,211.9056768798828,224.08572967529298,238.32764892578126,243.9024215698242,244.0150939941406
2018-03-01,244.08999633789062,228.1199951171875,241.91000366210938,232.2100067138672,26003000.0,231.7077789306641,186.08541213989258,212.4213360595703,224.899345703125,238.5639434814453,242.99837493896484,242.031396484375
2018-03-02,236.8000030517578,221.8500061035156,227.8600006103516,236.5399932861328,22835700.0,236.0284118652344,186.5851973724365,212.9749200439453,225.67292724609376,239.83818868001302,242.01980743408203,240.15745849609374
2018-03-05,237.25,229.5200042724609,234.50999450683597,235.6499938964844,15519400.0,235.1403350830078,187.12574684143067,213.4788653564453,226.46444763183592,240.08526306152345,241.21769104003906,237.97618713378907
2018-03-06,242.94000244140625,237.3600006103516,239.1000061035156,242.16000366210938,15920200.0,241.6362762451172,187.67217041015624,214.01249313354492,227.37212524414062,241.0346486409505,240.5426254272461,237.1978790283203
2018-03-07,243.9499969482422,237.9499969482422,238.0,241.83999633789062,14530200.0,241.31695556640625,188.20171417236327,214.52289764404296,228.2915655517578,241.65693155924478,240.59052276611328,237.16595153808595
2018-03-08,242.9499969482422,239.38999938964844,242.9499969482422,241.17999267578125,10297800.0,240.6583709716797,188.71352821350098,215.02581924438476,229.21019989013672,241.65093994140625,240.49373321533204,238.95606994628906
2018-03-09,245.8500061035156,242.4499969482422,243.1000061035156,245.3300018310547,12638100.0,244.7994079589844,189.2553567504883,215.53467514038087,230.16837585449218,241.5832946777344,240.4338638305664,240.71026916503905
2018-03-12,253.0,246.6699981689453,247.0,249.75999450683597,15126500.0,249.2198181152344,189.81162071228027,216.05445114135742,231.2203448486328,241.9871826171875,240.7511764526367,243.5261657714844
2018-03-13,254.5,246.0399932861328,251.4900054931641,247.7100067138672,15494300.0,247.17425537109372,190.35920028686525,216.55556533813476,232.22681518554688,241.90633748372395,240.9158203125,244.63376159667968
2018-03-14,250.5500030517578,246.22000122070312,249.4499969482422,248.7400054931641,12637400.0,248.20204162597656,190.89409660339356,217.06865142822267,233.3316244506836,242.39727478027345,241.58836517333984,246.01077880859376
2018-03-15,252.6199951171875,247.63999938964844,249.2899932861328,249.33999633789062,10048800.0,248.80072021484372,191.41690223693848,217.58553192138672,234.33173278808593,242.87557169596354,243.29765930175782,247.63924865722657
2018-03-16,251.25,248.47999572753903,250.0,250.47999572753903,9986400.0,249.93826293945312,191.94798431396484,218.12275665283204,235.09292205810547,243.1782491048177,244.6886444091797,248.66701965332032
2018-03-19,249.3500061035156,237.0,248.17999267578125,241.0,17844300.0,240.4787750244141,192.4317190551758,218.56817657470702,235.64258422851563,242.8070546468099,245.2224884033203,246.91881103515624
2018-03-20,251.1499938964844,241.1199951171875,241.1199951171875,249.5800018310547,13867400.0,249.04022216796875,192.96184547424318,219.07868270874025,236.32737579345704,243.0412150065104,245.96288299560547,247.29200439453126
2018-03-21,252.0,247.3300018310547,249.32000732421875,248.55999755859372,10967200.0,248.02239990234372,193.46512786865233,219.62903610229492,236.86017852783203,243.47760213216145,246.63342742919923,247.25607604980468
2018-03-22,247.8800048828125,240.33999633789062,246.0,241.8500061035156,13779900.0,241.32693481445312,193.9382682800293,220.0922052001953,237.2602685546875,244.11887919108074,246.70028381347657,245.76131896972657
